"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Le Park Shaqra","Shaqra Show on map","SAR 340","1 night, 2 adults","Superior Suite","1 extra-large double bed","9.0","Superb","114 reviews","/hotel/sa/le-park-concord-shaqra.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=177776406_335456706_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=610&highlighted_blocks=177776406_335456706_0_0_0&hpos=10&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=177776406_335456706_0_0_0__34000&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Baisan Suites Al Jubail","Al Jubail Show on map","SAR 210","1 night, 2 adults","One-Bedroom Apartment","1 large double bed","7.0","Good","607 reviews","/hotel/sa/baisan-suites-al-jubail.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=133134102_86348438_0_10_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=611&highlighted_blocks=133134102_86348438_0_10_0&hpos=11&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=133134102_86348438_0_10_0__21000&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Orchida Turaif Hotel 1","Ţurayf Show on map","SAR 125","1 night, 2 adults","Twin Room","2 single beds","6.0","Review score","23 reviews","/hotel/sa/wrkyd-tryf-1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=340213303_216231318_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=612&highlighted_blocks=340213303_216231318_2_0_0&hpos=12&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=340213303_216231318_2_0_0__12500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Diamond Suites","Al Madinah Show on map","SAR 156","1 night, 2 adults","Economy Double Room","1 extra-large double bed","7.1","Good","144 reviews","/hotel/sa/diamond-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=735648505_327316023_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=613&highlighted_blocks=735648505_327316023_2_0_0&hpos=13&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=735648505_327316023_2_0_0__15625&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شاليهات نيو فيو الفندقيه","As Sayl aş Şaghīr Show on map","SAR 675","1 night, 2 adults","One-Bedroom Chalet","2 beds
(1 double, 1 sofa bed)","","","","/hotel/sa/shlyht-nyw-fyw-lfndqyh-lty-f.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=764403901_333824364_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=614&highlighted_blocks=764403901_333824364_2_0_0&hpos=14&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=764403901_333824364_2_0_0__67500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Jinan Al Nakhil Apartment Hotel","Al Muzāḩimīyah Show on map","SAR 193","1 night, 2 adults","Superior Suite","1 extra-large double bed","8.6","Fabulous","117 reviews","/hotel/sa/jnn-lnkhyl.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=412763607_195182512_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=615&highlighted_blocks=412763607_195182512_0_0_0&hpos=15&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=412763607_195182512_0_0_0__19305&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شاليه ودق","Al Khabrāʼ Show on map","SAR 400","1 night, 2 adults","Double or Twin Room","","","","","/hotel/sa/shlyh-wdq-ryd-lkhbr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=774284302_335677595_20_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=616&highlighted_blocks=774284302_335677595_20_0_0&hpos=16&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=774284302_335677595_20_0_0__40000&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The District Hotel Najran","Najran Show on map","SAR 421","1 night, 2 adults","Executive Suite with City View","1 large double bed","8.4","Very good","993 reviews","/hotel/sa/the-district-najran.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=513402409_177106568_0_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=617&highlighted_blocks=513402409_177106568_0_42_0&hpos=17&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=513402409_177106568_0_42_0__42134&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Asia Hotel","Riyadh Show on map","SAR 115","1 night, 2 adults","Standard Studio","1 large double bed","5.5","Review score","304 reviews","/hotel/sa/fndq-sy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=584988202_228759025_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=618&highlighted_blocks=584988202_228759025_2_0_0&hpos=18&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=584988202_228759025_2_0_0__11500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"سفن سيز 2 للوحدات السكينه","Jeddah Show on map","SAR 128","1 night, 2 adults","Studio","1 large double bed","5.5","Review score","236 reviews","/hotel/sa/7-seaz.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=630459109_266138254_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=619&highlighted_blocks=630459109_266138254_2_0_0&hpos=19&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=630459109_266138254_2_0_0__12750&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Freesia Hotel","Jeddah Show on map","SAR 234","1 night, 2 adults","Deluxe King Studio","1 large double bed","7.8","Good","59 reviews","/hotel/sa/freesia.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=755386003_332309508_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=620&highlighted_blocks=755386003_332309508_2_0_0&hpos=20&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=755386003_332309508_2_0_0__23400&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Pearl of Vision Hotel","Jeddah Show on map","SAR 153","1 night, 2 adults","Standard Double Room","1 extra-large double bed","8.5","Very good","134 reviews","/hotel/sa/dr-lrw-y.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=619931102_241817149_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=621&highlighted_blocks=619931102_241817149_2_0_0&hpos=21&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=619931102_241817149_2_0_0__15320&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Pullman Zamzam Madina","Central Madinah, Al Madinah Show on map","SAR 280","1 night, 2 adults","Classic Twin Room with Patio View","2 single beds","8.1","Very good","12,774 reviews","/hotel/sa/pullman-zamzam-madina.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=127933748_95481728_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=622&highlighted_blocks=127933748_95481728_2_42_0&hpos=22&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=127933748_95481728_2_42_0__28000&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Eairy Apartments - Al Taif","Taif Show on map","SAR 95","1 night, 2 adults","Double or Twin Room","Beds: 1 double or 2 singles","5.3","Review score","865 reviews","/hotel/sa/al-eairy-apartments-al-taif.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=223056001_101117306_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=623&highlighted_blocks=223056001_101117306_2_0_0&hpos=23&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=223056001_101117306_2_0_0__9500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Danar Hotel Apartments 5","Al Olayya, Al Khobar Show on map","SAR 249","1 night, 2 adults","Double Room","1 extra-large double bed","6.5","Review score","724 reviews","/hotel/sa/dnr-llwhdt-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=269826901_109190925_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=624&highlighted_blocks=269826901_109190925_2_0_0&hpos=24&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=269826901_109190925_2_0_0__24900&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شقق فندقية سبيل","Khamis Mushayt Show on map","SAR 85","1 night, 2 adults","Deluxe Queen Room","1 extra-large double bed","6.4","Review score","138 reviews","/hotel/sa/shqq-fndqy-sbyl.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=691291801_309487449_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=625&highlighted_blocks=691291801_309487449_2_0_0&hpos=25&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=691291801_309487449_2_0_0__8500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Raoum Inn - Hawtah Bani Tamim","Al Ḩillah Show on map","SAR 165","1 night, 2 adults","One-Bedroom Suite","1 double bed","6.4","Review score","126 reviews","/hotel/sa/raoum-inn-houtet-bani-tamim.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=84448706_330479887_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=626&highlighted_blocks=84448706_330479887_0_0_0&hpos=26&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=84448706_330479887_0_0_0__16500&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Safa Albawadi","Jeddah Show on map","SAR 130","1 night, 2 adults","Twin Room","2 single beds","7.6","Good","773 reviews","/hotel/sa/dary.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=7a60793851b00a4bbcb4e6e8bfee01a9&all_sr_blocks=108166702_153319933_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=627&highlighted_blocks=108166702_153319933_2_0_0&hpos=27&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=108166702_153319933_2_0_0__13000&srepoch=1634459668&srpvid=76253c49fb8e016a&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
