"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Al Diafah Hotel Suites","Al Sulimania, Riyadh Show on map","SAR 230","1 night, 2 adults","Standard Double Room","1 double bed","7.1","Good","730 reviews","/hotel/sa/al-diafah-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=27939001_223985439_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=680&highlighted_blocks=27939001_223985439_0_0_0&hpos=5&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=27939001_223985439_0_0_0__23000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"مشارف الفخامة","Ahad Rafidah Show on map","SAR 180","1 night, 2 adults","Double Room","1 extra-large double bed","7.8","Good","138 reviews","/hotel/sa/mshrf-lfkhm.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=367296502_186519443_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=681&highlighted_blocks=367296502_186519443_2_0_0&hpos=6&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=367296502_186519443_2_0_0__18000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hilton Garden Inn Riyadh Financial District","Riyadh Show on map","SAR 539","1 night, 2 adults","King Room","1 extra-large double bed","7.4","Good","700 reviews","/hotel/sa/hilton-garden-inn-riyadh-financial-district.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=689422101_279801566_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=682&highlighted_blocks=689422101_279801566_2_42_0&hpos=7&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=689422101_279801566_2_42_0__53900&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Areej Hotel","Makkah Show on map","SAR 55","1 night, 2 adults","Double Room with Private Bathroom","2 single beds","6.3","Review score","239 reviews","/hotel/sa/ryj.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=724353501_310142273_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=683&highlighted_blocks=724353501_310142273_2_0_0&hpos=8&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=724353501_310142273_2_0_0__5500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Rabwah House","Al Madārah Show on map","SAR 180","1 night, 2 adults","One-Bedroom Apartment","2 single beds","6.5","Review score","4 reviews","/hotel/sa/lrbw-hws.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=577304001_265650726_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=684&highlighted_blocks=577304001_265650726_2_0_0&hpos=9&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=577304001_265650726_2_0_0__18000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Naviti Warwick Dammam","Dammam Show on map","SAR 289","1 night, 2 adults","Standard Double Room","1 extra-large double bed","7.8","Good","3,572 reviews","/hotel/sa/naviti-warwick-dammam.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=479466401_275971192_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=685&highlighted_blocks=479466401_275971192_2_1_0&hpos=10&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=479466401_275971192_2_1_0__28900&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Nadra Furnished Apartments","Taif Show on map","SAR 280","1 night, 2 adults","Two-Bedroom Apartment","3 beds
(2 singles, 1 extra-large double)","6.8","Review score","268 reviews","/hotel/sa/ndr-lwsm-llwhdt-lskny-lmshrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=407993601_265822310_5_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=686&highlighted_blocks=407993601_265822310_5_0_0&hpos=11&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=407993601_265822310_5_0_0__28000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Najd Peak By Quiet Rooms","Riyadh Show on map","SAR 162","1 night, 2 adults","One-Bedroom Apartment","2 beds
(1 extra-large double, 1 sofa bed)","5.4","Review score","530 reviews","/hotel/sa/by-quiet-rooms-lqm-lnjdy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=663104101_288470185_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=687&highlighted_blocks=663104101_288470185_2_0_0&hpos=12&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=663104101_288470185_2_0_0__16185&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شقق جنان المفروشة Jenaan Apartments","Najran Show on map","SAR 133","1 night, 2 adults","One-Bedroom Apartment","1 large double bed","8.1","Very good","280 reviews","/hotel/sa/jnn-llshqq-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=607109103_240510293_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=688&highlighted_blocks=607109103_240510293_2_0_0&hpos=13&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=607109103_240510293_2_0_0__13340&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mabet Al Tahlia Hotel Apartments","Al Tahlia Street, Jeddah Show on map","SAR 237","1 night, 2 adults","Deluxe King Studio","1 large double bed","7.9","Good","1,099 reviews","/hotel/sa/mbyt-lthly-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=544914301_196171281_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=689&highlighted_blocks=544914301_196171281_2_0_0&hpos=14&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=544914301_196171281_2_0_0__23674&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Diamond Tower Hotel","Jeddah Show on map","SAR 219","1 night, 2 adults","Superior  Twin Studio","2 single beds","8.6","Fabulous","1,189 reviews","/hotel/sa/fndq-brj-lms.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=543746504_195849382_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=690&highlighted_blocks=543746504_195849382_0_2_0&hpos=15&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=543746504_195849382_0_2_0__21888&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"العييرى للوحدات السكنية بالقنفذة","Al Qunfudhah Show on map","SAR 95","1 night, 2 adults","Double Room with Private Bathroom","4 beds
(2 singles, 2 doubles)","5.3","Review score","21 reviews","/hotel/sa/l-yyr-llwhdt-lskny-blqnfdh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=773938101_335648572_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=691&highlighted_blocks=773938101_335648572_4_0_0&hpos=16&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=773938101_335648572_4_0_0__9500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Maset Al Masem Al Khobar","Al Olayya, Al Khobar Show on map","SAR 300","1 night, 2 adults","Double Room with Private Bathroom","2 single beds","7.9","Good","648 reviews","/hotel/sa/maset-al-masem-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=477441101_151001875_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=692&highlighted_blocks=477441101_151001875_2_0_0&hpos=17&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=477441101_151001875_2_0_0__30000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"دار شيمة","An Nuqrah Show on map","SAR 130","1 night, 2 adults","Deluxe Double Room","2 single beds","","","","/hotel/sa/dr-shym.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=764407003_333825835_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=693&highlighted_blocks=764407003_333825835_2_0_0&hpos=18&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=764407003_333825835_2_0_0__13000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Taj Al Khaleej Furnished Units 2","Ţurayf Show on map","SAR 150","1 night, 2 adults","Deluxe Apartment","2 single beds","8.8","Fabulous","116 reviews","/hotel/sa/tj-lkhlyj-llwhdt-lskny-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=344558603_195443767_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=694&highlighted_blocks=344558603_195443767_2_0_0&hpos=19&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=344558603_195443767_2_0_0__15000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"القبة الذهبية1","Riyadh Show on map","SAR 205","1 night, 2 adults","Two-Bedroom Apartment","3 beds
(2 singles, 1 large double)","6.6","Review score","180 reviews","/hotel/sa/lqb-llwhdt-lskny-lmfrwsh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=723429101_310444625_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=695&highlighted_blocks=723429101_310444625_4_0_0&hpos=20&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=723429101_310444625_4_0_0__20500&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Taif Gate Hotel Suites","Taif Show on map","SAR 167","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","7.6","Good","4,328 reviews","/hotel/sa/bwb-lty-f-lty-f.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=350446624_168108852_0_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=696&highlighted_blocks=350446624_168108852_0_1_0&hpos=21&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=350446624_168108852_0_1_0__16650&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"HDB hotel Sahafa فندق هدب الصحافه","Riyadh Show on map","SAR 324","1 night, 2 adults","Deluxe Double Room","1 large double bed","7.6","Good","1,157 reviews","/hotel/sa/hdb-sahafa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=701827105_289799016_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=697&highlighted_blocks=701827105_289799016_2_2_0&hpos=22&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=701827105_289799016_2_2_0__32400&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hayaa Hotel","Al Aziziyah, Makkah Show on map","SAR 70","1 night, 2 adults","Double Room with Private Bathroom","2 single beds","6.3","Review score","386 reviews","/hotel/sa/fndq-hy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=725867001_313094467_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=698&highlighted_blocks=725867001_313094467_2_0_0&hpos=23&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=725867001_313094467_2_0_0__7000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"ريف العلا","Al Ula Show on map","SAR 250","1 night, 2 adults","King Room","1 extra-large double bed","7.8","Good","9 reviews","/hotel/sa/ryf-l-l-alula.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=713956001_298411627_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=699&highlighted_blocks=713956001_298411627_2_0_0&hpos=24&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=713956001_298411627_2_0_0__25000&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Nozol Royal Inn Hotel","Central Madinah, Al Madinah Show on map","SAR 180","1 night, 2 adults","Quadruple Room with Bathroom","4 single beds","7.0","Good","4,108 reviews","/hotel/sa/royal-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=104189802_337186892_4_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=700&highlighted_blocks=104189802_337186892_4_2_0&hpos=25&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=104189802_337186892_4_2_0__17955&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Golden Garden Al Corniche","Dammam Show on map","SAR 299","1 night, 2 adults","King Suite","1 extra-large double bed","7.2","Good","4,641 reviews","/hotel/sa/golden-garden-al-corniche.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=174226106_200605506_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=701&highlighted_blocks=174226106_200605506_2_2_0&hpos=26&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=174226106_200605506_2_2_0__29900&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Atlal Hotel","Al Khobar Show on map","SAR 207","1 night, 2 adults","Double Room","1 large double bed","6.9","Review score","1,353 reviews","/hotel/sa/gulf-terrace-corniche.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=020a70a582aeac6833fde7b7e8faec4d&all_sr_blocks=34270904_233215888_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=186&dest_type=country&group_adults=2&group_children=0&hapos=702&highlighted_blocks=34270904_233215888_0_2_0&hpos=27&no_rooms=1&sb_travel_purpose=business&sr_order=popularity&sr_pri_blocks=34270904_233215888_0_2_0__20700&srepoch=1634461444&srpvid=fc0e3fc2b394009c&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
