"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Fraser Suites Riyadh","Al Olaya, Riyadh Show on map","SAR 1,035","1 night, 1 adult","Executive One Bedroom Suite","1 extra-large double bed","7.9","Good","4,110 reviews","/hotel/sa/fraser-suites-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=233721104_336478797_1_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=233&highlighted_blocks=233721104_336478797_1_2_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=233721104_336478797_1_2_0__103500&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Adagio Aparthotel Jeddah Malik Road","King Abdul Aziz Road, Jeddah Show on map","SAR 570","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","8.2","Very good","862 reviews","/hotel/sa/adagio-aparthotel-jeddah-malik-road.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=457009401_221976639_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=234&highlighted_blocks=457009401_221976639_2_2_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=457009401_221976639_2_2_0__57000&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dist Inn Aparthotel 2","Hail Show on map","SAR 200","1 night, 1 adult","Deluxe Studio","1 extra-large double bed","7.3","Good","169 reviews","/hotel/sa/tmwayz-lqm-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=667681301_273452630_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=235&highlighted_blocks=667681301_273452630_2_42_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=667681301_273452630_2_42_0__20000&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Fahad Hotel Suites Al Tahliya","Al Tahlia Street, Jeddah Show on map","SAR 198","1 night, 1 adult","Budget Double Room","1 extra-large double bed","8.1","Very good","649 reviews","/hotel/sa/uuo-uuosso-uoo-c-ossuuuo-uo-o-c.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=70187008_136566333_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=236&highlighted_blocks=70187008_136566333_2_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=70187008_136566333_2_0_0__19800&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ascott Tahlia Jeddah","Al Tahlia Street, Jeddah Show on map","SAR 473","1 night, 1 adult","Executive Studio","1 large double bed","7.6","Good","4,212 reviews","/hotel/sa/ascott-tahlia-jeddah-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=138197201_334332463_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=237&highlighted_blocks=138197201_334332463_0_1_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=138197201_334332463_0_1_0__47250&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Louloah Al Baraqah Furnished Apartments","Jeddah Show on map","SAR 176","1 night, 1 adult","Standard Single Room","1 single bed","8.5","Very good","87 reviews","/hotel/sa/llw-lw-lbrq-jeddah1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=570246501_217927630_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=238&highlighted_blocks=570246501_217927630_1_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=570246501_217927630_1_0_0__17550&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Habitat All Suites, Al Khobar","Al Khobar Show on map","SAR 950","1 night, 1 adult","Royal Suite","1 extra-large double bed","7.7","Good","3,802 reviews","/hotel/sa/habitat-all-suites-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=159305007_273972004_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=239&highlighted_blocks=159305007_273972004_0_2_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=159305007_273972004_0_2_0__95000&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rahat Al Bal Furnished Units","Al Tahlia Street, Jeddah Show on map","SAR 204","1 night, 1 adult","Family Studio","2 single beds","8.2","Very good","293 reviews","/hotel/sa/rh-lbl-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=318201905_175247594_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=240&highlighted_blocks=318201905_175247594_1_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=318201905_175247594_1_0_0__20400&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Season Star Hotel Madinah فندق سيزون ستار المدينة","Al Madinah Show on map","SAR 280","1 night, 1 adult","Deluxe Twin Room","2 single beds","8.9","Fabulous","254 reviews","/hotel/sa/season-star-madinah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=651688503_335440579_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=241&highlighted_blocks=651688503_335440579_2_2_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=651688503_335440579_2_2_0__27995&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dara Hamra","Al Hamra, Jeddah Show on map","SAR 520","1 night, 1 adult","Studio Apartment","1 large double bed","8.7","Fabulous","1,092 reviews","/hotel/sa/shada-homes-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=39372805_90310446_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=242&highlighted_blocks=39372805_90310446_2_0_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=39372805_90310446_2_0_0__52020&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"منازل الجميرة للشقق الفندقية","Jeddah Show on map","SAR 182","1 night, 1 adult","One-Bedroom Apartment","2 beds
(1 extra-large double, 1 sofa bed)","8.0","Very good","43 reviews","/hotel/sa/manazil-aljumeira.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=691364902_295702957_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=243&highlighted_blocks=691364902_295702957_2_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=691364902_295702957_2_0_0__18170&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"E1 Hotel","Al Kharj Show on map","SAR 300","1 night, 1 adult","Deluxe Apartment","1 extra-large double bed","7.3","Good","97 reviews","/hotel/sa/lywn-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=555386204_206569017_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=244&highlighted_blocks=555386204_206569017_2_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=555386204_206569017_2_0_0__30000&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Makkah Hotel","Makkah Show on map","SAR 474","1 night, 1 adult","1 King Guestroom","1 large double bed","8.7","Fabulous","4,506 reviews","/hotel/sa/makkah-hotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=4591539_334246035_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=245&highlighted_blocks=4591539_334246035_2_42_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=4591539_334246035_2_42_0__47400&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"منازل الساهر للوحدات السكنية فرع 2","Al Qunfudhah Show on map","SAR 250","1 night, 1 adult","One-Bedroom Apartment","2 beds
(1 double, 1 sofa bed)","7.0","Good","38 reviews","/hotel/sa/mnzl-lshr-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=610331103_238962042_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=246&highlighted_blocks=610331103_238962042_4_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=610331103_238962042_4_0_0__25000&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Dara Al Salam","Al Salamah, Jeddah Show on map","SAR 467","1 night, 1 adult","Suite Studio","1 extra-large double bed","9.0","Superb","1,438 reviews","/hotel/sa/shada-suites-zahra.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=119132201_90310461_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=247&highlighted_blocks=119132201_90310461_2_0_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=119132201_90310461_2_0_0__46686&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Enwan Suites Hotel","Al Jubail Show on map","SAR 199","1 night, 1 adult","King Studio","1 large double bed","8.3","Very good","12 reviews","/hotel/sa/enwan-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=732980101_326697610_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=248&highlighted_blocks=732980101_326697610_2_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=732980101_326697610_2_0_0__19900&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Orans Suites 4","Jeddah Show on map","SAR 413","1 night, 1 adult","Royal Studio","1 large double bed","7.9","Good","287 reviews","/hotel/sa/orans-4.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=32332004_87702044_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=249&highlighted_blocks=32332004_87702044_0_2_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=32332004_87702044_0_2_0__41250&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"InterContinental Al Khobar, an IHG Hotel","Al Khobar Show on map","SAR 1,299","1 night, 1 adult","Standard King Room","1 extra-large double bed","8.4","Very good","1,131 reviews","/hotel/sa/intercontinental-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=7872805_88431554_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=250&highlighted_blocks=7872805_88431554_2_2_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=7872805_88431554_2_2_0__129900&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Casablanca Grand Hotel","Jeddah Show on map","SAR 1,350","1 night, 1 adult","Executive Suite","2 beds
(1 extra-large double, 1 sofa bed)","9.0","Superb","3,938 reviews","/hotel/sa/casablanca-grand.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=199401809_336007177_0_41_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=251&highlighted_blocks=199401809_336007177_0_41_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=199401809_336007177_0_41_0__135000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1xFhZu4lM&from=searchresults
;highlight_room=#hotelTmpl"
"Rose Palace Furnished Units","Abha Show on map","SAR 342","1 night, 1 adult","شقه من غرفتى نوم بدون صاله","3 beds
(2 singles, 1 extra-large double)","8.1","Very good","292 reviews","/hotel/sa/rose-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=204231908_94912480_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=252&highlighted_blocks=204231908_94912480_4_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=204231908_94912480_4_0_0__34200&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v159EsB3zT&from=searchresults
;highlight_room=#hotelTmpl"
"سمر الماسيه للاجنحه الفندقيه الفاخره - حي الصفا بجدة","Jeddah Show on map","SAR 190","1 night, 1 adult","Family Studio","1 double bed","7.7","Good","37 reviews","/hotel/sa/smr-lmsy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=276445101_106779643_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=253&highlighted_blocks=276445101_106779643_0_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=276445101_106779643_0_0_0__19000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1nGP1o5Y8&from=searchresults
;highlight_room=#hotelTmpl"
"أبها بارادايس - عوائل","Abha Show on map","SAR 380","1 night, 1 adult","One-Bedroom Chalet","1 double bed","8.5","Very good","314 reviews","/hotel/sa/bh-brdys-jd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=652918701_327302494_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=254&highlighted_blocks=652918701_327302494_0_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=652918701_327302494_0_0_0__38000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1hG-bIbKP&from=searchresults
;highlight_room=#hotelTmpl"
"Brand Al Qassim Hotel","Buraydah Show on map","SAR 540","1 night, 1 adult","Twin Room - Disability Access","2 single beds","8.9","Fabulous","261 reviews","/hotel/sa/fndq-brnd-lqsym.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=601166706_270005423_1_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=255&highlighted_blocks=601166706_270005423_1_1_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=601166706_270005423_1_1_0__54000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1FS8SEB1b&from=searchresults
;highlight_room=#hotelTmpl"
"Mrakez Alarab Furnished Apartments 3","Jeddah Show on map","SAR 250","1 night, 1 adult","Two-Bedroom Apartment","3 beds
(2 singles, 1 large double)","7.9","Good","63 reviews","/hotel/sa/mrakez-alarab-furnished-apartments-3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=208425101_241544150_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=256&highlighted_blocks=208425101_241544150_4_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=208425101_241544150_4_0_0__25000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1q86DNiz6&from=searchresults
;highlight_room=#hotelTmpl"
"Ascott Rafal Olaya Riyadh","Riyadh Show on map","SAR 2,144","1 night, 1 adult","Two-Bedroom Executive","2 extra-large double beds","7.2","Good","5,072 reviews","/hotel/sa/ascott-rafal-olaya-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=178935405_287871719_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=257&highlighted_blocks=178935405_287871719_0_2_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=178935405_287871719_0_2_0__214369&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1L59NB2XZ&from=searchresults
;highlight_room=#hotelTmpl"
"Fraser Suites Riyadh","Al Olaya, Riyadh Show on map","SAR 983","1 night, 1 adult","Executive One Bedroom Suite","1 extra-large double bed","7.9","Good","4,110 reviews","/hotel/sa/fraser-suites-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=233721104_336478797_1_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=258&highlighted_blocks=233721104_336478797_1_2_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=233721104_336478797_1_2_0__98325&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1Ug4YeJCW&from=searchresults
;highlight_room=#hotelTmpl"
"Adagio Aparthotel Jeddah Malik Road","King Abdul Aziz Road, Jeddah Show on map","SAR 570","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","8.2","Very good","862 reviews","/hotel/sa/adagio-aparthotel-jeddah-malik-road.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=457009401_221976639_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=259&highlighted_blocks=457009401_221976639_2_2_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=457009401_221976639_2_2_0__57000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1eikzmEsC&from=searchresults
;highlight_room=#hotelTmpl"
"Braira AL Wezarat","Riyadh Show on map","SAR 299","1 night, 1 adult","Superior Double Room","1 large double bed","8.5","Very good","2,774 reviews","/hotel/sa/braira-al-wezarat.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=297101302_266167589_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=260&highlighted_blocks=297101302_266167589_0_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=297101302_266167589_0_0_0__29900&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1ANB2esNp&from=searchresults
;highlight_room=#hotelTmpl"
"Dist Inn Aparthotel 2","Hail Show on map","SAR 200","1 night, 1 adult","Deluxe Studio","1 extra-large double bed","7.3","Good","169 reviews","/hotel/sa/tmwayz-lqm-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=667681301_273452630_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=261&highlighted_blocks=667681301_273452630_2_42_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=667681301_273452630_2_42_0__20000&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1O3vVig0g&from=searchresults
;highlight_room=#hotelTmpl"
"Al Fahad Hotel Suites Al Tahliya","Al Tahlia Street, Jeddah Show on map","SAR 198","1 night, 1 adult","Budget Double Room","1 extra-large double bed","8.1","Very good","649 reviews","/hotel/sa/uuo-uuosso-uoo-c-ossuuuo-uo-o-c.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=70187008_136566333_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=262&highlighted_blocks=70187008_136566333_2_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=70187008_136566333_2_0_0__19800&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1GxTueO9u&from=searchresults
;highlight_room=#hotelTmpl"
"Ascott Tahlia Jeddah","Al Tahlia Street, Jeddah Show on map","SAR 449","1 night, 1 adult","Executive Studio","1 large double bed","7.6","Good","4,212 reviews","/hotel/sa/ascott-tahlia-jeddah-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=740688653e38cb43ac0c98eafdebb84c&all_sr_blocks=138197201_334332463_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=263&highlighted_blocks=138197201_334332463_0_1_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=138197201_334332463_0_1_0__44888&srepoch=1634412096&srpvid=d2b2881f3307000d&ucfs=1&sig=v1-KQUdJlH&from=searchresults
;highlight_room=#hotelTmpl"
