"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Zwarah Hotel Suites","Jeddah Show on map","SAR 221","1 night, 1 adult","Studio (2 Adults)","1 large double bed","7.2","Good","218 reviews","/hotel/sa/lnzwy-ll-jnhh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=114551005_145663745_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=211&highlighted_blocks=114551005_145663745_2_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=114551005_145663745_2_0_0__22050&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hayat Al Rose Hotel Appartment","Al Salamah, Jeddah Show on map","SAR 203","1 night, 1 adult","Superior Double Room","1 extra-large double bed","8.3","Very good","273 reviews","/hotel/sa/hayat-al-rose-appartmenthy-lrwz-llwhdt-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=559720602_335395477_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=212&highlighted_blocks=559720602_335395477_2_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=559720602_335395477_2_0_0__20340&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Pinetree Suites Hail","Hail Show on map","SAR 291","1 night, 1 adult","Standard Suite","2 sofa beds","7.9","Good","466 reviews","/hotel/sa/pinetree-suite-hail.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=447873202_134926879_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=213&highlighted_blocks=447873202_134926879_2_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=447873202_134926879_2_0_0__29055&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Swiss International Royal Hotel Riyadh","Riyadh Show on map","SAR 645","1 night, 1 adult","Executive Room","1 extra-large double bed","8.0","Very good","1,431 reviews","/hotel/sa/swiss-international-royal-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=201787205_133255727_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=214&highlighted_blocks=201787205_133255727_2_42_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=201787205_133255727_2_42_0__64500&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"voco - Riyadh, an IHG Hotel","Riyadh Show on map","SAR 630","1 night, 1 adult","Standard Room","1 large double bed","8.3","Very good","2,254 reviews","/hotel/sa/movenpick-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=150805523_88490908_1_41_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=215&highlighted_blocks=150805523_88490908_1_41_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=150805523_88490908_1_41_0__63000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شقق درر رامه 5","Riyadh Show on map","SAR 200","1 night, 1 adult","Studio","1 double bed","6.1","Review score","186 reviews","/hotel/sa/drr-ramh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=53669301_87703036_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=216&highlighted_blocks=53669301_87703036_0_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=53669301_87703036_0_0_0__20000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Kempinski Al Othman Hotel Al Khobar","Al Khobar Show on map","SAR 797","1 night, 1 adult","Deluxe Twin Room","2 single beds","8.3","Very good","4,387 reviews","/hotel/sa/kempinski-al-othman-alkhobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=188127025_193931428_1_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=217&highlighted_blocks=188127025_193931428_1_1_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=188127025_193931428_1_1_0__79705&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Retaj Hotel Apartments","Al Kharj Show on map","SAR 200","1 night, 1 adult","Deluxe Room","1 large double bed","6.8","Review score","128 reviews","/hotel/sa/retaj-apartments-al-kharj.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=197998304_183023842_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=218&highlighted_blocks=197998304_183023842_0_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=197998304_183023842_0_0_0__20000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Orian Hotel","Jeddah Show on map","SAR 190","1 night, 1 adult","Studio Apartment","1 double bed","7.8","Good","154 reviews","/hotel/sa/bhr-ll-jnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=412188103_179323897_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=219&highlighted_blocks=412188103_179323897_2_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=412188103_179323897_2_0_0__19000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The First Tower Hotel","Al Jubail Show on map","SAR 189","1 night, 1 adult","Standard Studio","1 large double bed","8.3","Very good","201 reviews","/hotel/sa/the-first-tower.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=165694908_96967828_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=220&highlighted_blocks=165694908_96967828_0_2_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=165694908_96967828_0_2_0__18900&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Aswar Hotel Suites Riyadh","Riyadh Show on map","SAR 563","1 night, 1 adult","Studio","1 double bed","8.5","Very good","1,463 reviews","/hotel/sa/aswar-suites-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=159162303_276651890_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=221&highlighted_blocks=159162303_276651890_0_1_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=159162303_276651890_0_1_0__56250&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"InterContinental Riyadh, an IHG Hotel","Riyadh Show on map","SAR 716","1 night, 1 adult","Standard Room","1 double bed","7.8","Good","1,265 reviews","/hotel/sa/intercontinental-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=7996205_94294983_2_41_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=222&highlighted_blocks=7996205_94294983_2_41_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=7996205_94294983_2_41_0__71600&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ghalia Uhod","Al Madinah Show on map","SAR 270","1 night, 1 adult","One-Bedroom Apartment with Living","1 large double bed","8.2","Very good","1,077 reviews","/hotel/sa/uuo-u-ooossuuo-c-opsoo-uuuoo-ossoa-ossuo3uuuo-c-ossuuuo-uo-o-c.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=88340802_136567517_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=223&highlighted_blocks=88340802_136567517_2_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=88340802_136567517_2_0_0__27000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mövenpick Hotel Al Khobar","Al Yarmouk, Al Khobar Show on map","SAR 900","1 night, 1 adult","Premium King Room","1 extra-large double bed","8.2","Very good","2,398 reviews","/hotel/sa/movenpick-al-khobar.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=7478217_244693046_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=224&highlighted_blocks=7478217_244693046_2_42_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=7478217_244693046_2_42_0__90000&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hilton Suites Makkah","Makkah Show on map","SAR 475","1 night, 1 adult","King Room City View","1 double bed","8.8","Fabulous","7,876 reviews","/hotel/sa/hilton-suites-makkah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=cb396ab13390018320342083dbed3f4f&all_sr_blocks=57183108_274561420_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=225&highlighted_blocks=57183108_274561420_2_42_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=57183108_274561420_2_42_0__47500&srepoch=1634411591&srpvid=746a87233579003d&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"The Venue Jeddah Corniche","Al Shatiea, Jeddah Show on map","SAR 739","1 night, 1 adult","Deluxe King Room with City View City Tower","1 large double bed","7.6","Good","4,725 reviews","/hotel/sa/sofitel-jeddah-corniche.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=24549013_285000513_1_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=226&highlighted_blocks=24549013_285000513_1_42_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=24549013_285000513_1_42_0__73872&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rose Palace Furnished Units","Abha Show on map","SAR 342","1 night, 1 adult","شقه من غرفتى نوم بدون صاله","3 beds
(2 singles, 1 extra-large double)","8.1","Very good","292 reviews","/hotel/sa/rose-palace.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=204231908_94912480_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=227&highlighted_blocks=204231908_94912480_4_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=204231908_94912480_4_0_0__34200&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"سمر الماسيه للاجنحه الفندقيه الفاخره - حي الصفا بجدة","Jeddah Show on map","SAR 190","1 night, 1 adult","Family Studio","1 double bed","7.7","Good","37 reviews","/hotel/sa/smr-lmsy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=276445101_106779643_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=228&highlighted_blocks=276445101_106779643_0_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=276445101_106779643_0_0_0__19000&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"أبها بارادايس - عوائل","Abha Show on map","SAR 380","1 night, 1 adult","One-Bedroom Chalet","1 double bed","8.5","Very good","314 reviews","/hotel/sa/bh-brdys-jd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=652918701_327302494_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=229&highlighted_blocks=652918701_327302494_0_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=652918701_327302494_0_0_0__38000&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Brand Al Qassim Hotel","Buraydah Show on map","SAR 540","1 night, 1 adult","Twin Room - Disability Access","2 single beds","8.9","Fabulous","261 reviews","/hotel/sa/fndq-brnd-lqsym.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=601166706_270005423_1_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=230&highlighted_blocks=601166706_270005423_1_1_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=601166706_270005423_1_1_0__54000&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mrakez Alarab Furnished Apartments 3","Jeddah Show on map","SAR 250","1 night, 1 adult","Two-Bedroom Apartment","3 beds
(2 singles, 1 large double)","7.9","Good","63 reviews","/hotel/sa/mrakez-alarab-furnished-apartments-3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=208425101_241544150_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=231&highlighted_blocks=208425101_241544150_4_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=208425101_241544150_4_0_0__25000&srepoch=1634411843&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ascott Rafal Olaya Riyadh","Riyadh Show on map","SAR 2,257","1 night, 1 adult","Two-Bedroom Executive","2 extra-large double beds","7.2","Good","5,072 reviews","/hotel/sa/ascott-rafal-olaya-riyadh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=8d01c08cbcbf07b9cca98cf58634730e&all_sr_blocks=178935405_287871719_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=232&highlighted_blocks=178935405_287871719_0_2_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=178935405_287871719_0_2_0__225652&srepoch=1634411844&srpvid=ce8787a19e8e008e&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
