"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Orchida Turaif Hotel 2","Ţurayf Show on map","SAR 125","1 night, 1 adult","Single Room with Bathroom","1 single bed","7.6","Good","32 reviews","https://www.booking.com/hotel/sa/orchida.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=180841603_250203388_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=36&highlighted_blocks=180841603_250203388_0_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=180841603_250203388_0_0_0__12500&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rose Park","Riyadh Show on map","SAR 600","1 night, 1 adult","Standard Apartment","2 beds
(1 single, 1 extra-large double)","8.2","Very good","139 reviews","https://www.booking.com/hotel/sa/rwz-brk.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=587089605_330885302_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=37&highlighted_blocks=587089605_330885302_0_1_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=587089605_330885302_0_1_0__60000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Madinah Mövenpick Hotel","Central Madinah, Al Madinah Show on map","SAR 626","1 night, 1 adult","One-Bedroom Suite","1 extra-large double bed","7.6","Good","3,635 reviews","https://www.booking.com/hotel/sa/madinah-movenpick.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=23865823_88786091_1_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=38&highlighted_blocks=23865823_88786091_1_1_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=23865823_88786091_1_1_0__62565&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Grand Hyatt Alkhobar Hotel and Residences","Al Khobar Show on map","SAR 750","1 night, 1 adult","King Room","1 large double bed","8.7","Fabulous","2,257 reviews","https://www.booking.com/hotel/sa/grand-hyatt-al-khobar.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=656595010_285649997_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=39&highlighted_blocks=656595010_285649997_2_42_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=656595010_285649997_2_42_0__75000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Jabal Omar Marriott Hotel Makkah","Makkah Show on map","SAR 300","1 night, 1 adult","Superior Double Partial Haram View","2 single beds","7.8","Good","2,671 reviews","https://www.booking.com/hotel/sa/makkah-marriott.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=142684403_246433197_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=40&highlighted_blocks=142684403_246433197_2_42_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=142684403_246433197_2_42_0__30000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Courtyard Riyadh by Marriott Diplomatic Quarter","Riyadh Show on map","SAR 490","1 night, 1 adult","Guest room, 2 Double","1 extra-large double bed","8.1","Very good","2,443 reviews","https://www.booking.com/hotel/sa/courtyard-riyadh-diplomatic-quarter.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=39872105_136033593_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=41&highlighted_blocks=39872105_136033593_2_2_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=39872105_136033593_2_2_0__49000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Gulanar Hotel","Unayzah Show on map","SAR 350","1 night, 1 adult","Deluxe King Room","1 large double bed","8.5","Very good","1,343 reviews","https://www.booking.com/hotel/sa/fndq-jlnr.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=359773109_118655394_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=42&highlighted_blocks=359773109_118655394_2_2_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=359773109_118655394_2_2_0__35000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Le Meridien Riyadh","Al Worood, Riyadh Show on map","SAR 800","1 night, 1 adult","Deluxe Room, Guest room, 2 Twin/Single Bed(s)","2 single beds","8.2","Very good","764 reviews","https://www.booking.com/hotel/sa/le-meridien-riyadh.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=652279402_266280944_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=43&highlighted_blocks=652279402_266280944_0_2_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=652279402_266280944_0_2_0__80000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Novotel Riyadh Al Anoud","Al Olaya, Riyadh Show on map","SAR 360","1 night, 1 adult","Superior Queen Room","1 large double bed","7.2","Good","2,943 reviews","https://www.booking.com/hotel/sa/novotel-alanoud.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=4806601_246094890_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=44&highlighted_blocks=4806601_246094890_2_42_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=4806601_246094890_2_42_0__36000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Centro Waha by Rotana","Riyadh Show on map","SAR 450","1 night, 1 adult","Standard Twin Room","2 single beds","7.5","Good","6,614 reviews","https://www.booking.com/hotel/sa/centro-waha.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=239972402_148407719_0_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=45&highlighted_blocks=239972402_148407719_0_42_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=239972402_148407719_0_42_0__45000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Novotel Yanbu Albahr","Yanbu Show on map","SAR 480","1 night, 1 adult","Superior Double Room","1 double bed","8.0","Very good","2,591 reviews","https://www.booking.com/hotel/sa/novotel-yanbu.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=184260013_119191233_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=46&highlighted_blocks=184260013_119191233_2_42_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=184260013_119191233_2_42_0__48000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mövenpick Hotel City Star Jeddah","Jeddah Show on map","SAR 440","1 night, 1 adult","Superior King Room","1 extra-large double bed","8.5","Very good","1,614 reviews","https://www.booking.com/hotel/sa/movenpick-city-star-jeddah.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=178642615_246093435_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=47&highlighted_blocks=178642615_246093435_2_42_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=178642615_246093435_2_42_0__44000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Four Points by Sheraton Makkah Al Naseem","Makkah Show on map","SAR 149","1 night, 1 adult","King Room","1 extra-large double bed","8.5","Very good","13,389 reviews","https://www.booking.com/hotel/sa/four-points-by-sheraton-makkah-al-naseem.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=388944506_274564672_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=48&highlighted_blocks=388944506_274564672_0_2_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=388944506_274564672_0_2_0__14900&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"أجنحة سالين - للوحدات السكنية المفروشة","As Suwayfilah Show on map","SAR 99","1 night, 1 adult","Double Room with Private Bathroom","1 large double bed","5.9","Review score","53 reviews","https://www.booking.com/hotel/sa/salyn-suites-llwhdt-lskny-lmfrwsh.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=755837401_332462892_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=49&highlighted_blocks=755837401_332462892_2_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=755837401_332462892_2_0_0__9900&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"رمال الجزيره","Al Ḩawīyah Show on map","SAR 170","1 night, 1 adult","One-Bedroom Apartment","1 large double bed","6.3","Review score","153 reviews","https://www.booking.com/hotel/sa/rml-ljzyr-llwhdt-lskny.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AELiAIBqAIDuALCxJ31BcACAdgCAg&sid=313bcfc7865e0249bac4a016f42ebac7&all_sr_blocks=513828603_335376182_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=50&highlighted_blocks=513828603_335376182_2_2_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=513828603_335376182_2_2_0__17000&srepoch=1634408598&srpvid=7c4e814a033100b9&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
