"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"Kadi Hotel","Al Mikhlaf Show on map","SAR 177","1 night, 1 adult","One-Bedroom Suite","2 single beds","7.9","Good","43 reviews","/hotel/sa/kadi.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=174209501_194787051_0_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=286&highlighted_blocks=174209501_194787051_0_42_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=174209501_194787051_0_42_0__17700&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Tanuma Aram Hospitality - Hotel Apartments","Tanomah Show on map","SAR 306","1 night, 1 adult","Apartment with Mountain View","1 extra-large double bed","8.2","Very good","1,005 reviews","/hotel/sa/aram-apartments.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=468385904_329417659_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=287&highlighted_blocks=468385904_329417659_2_42_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=468385904_329417659_2_42_0__30638&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Meshan Hotel","Al Wudayy Show on map","SAR 120","1 night, 1 adult","Double or Twin Room with Bathroom","1 double bed","6.8","Review score","55 reviews","/hotel/sa/al-meshan.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=57184401_205129547_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=288&highlighted_blocks=57184401_205129547_0_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=57184401_205129547_0_0_0__12000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"فندق الكامل","Al Kāmil Show on map","SAR 250","1 night, 1 adult","Double or Twin Room","1 extra-large double bed","8.6","Fabulous","52 reviews","/hotel/sa/al-kamil.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=270051501_106167832_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=289&highlighted_blocks=270051501_106167832_2_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=270051501_106167832_2_0_0__25000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"فندق برج الإبريز","Baish Show on map","SAR 238","1 night, 1 adult","King Room","1 large double bed","7.7","Good","186 reviews","/hotel/sa/fndq-brj-lbryz.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=640949801_258343259_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=290&highlighted_blocks=640949801_258343259_2_2_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=640949801_258343259_2_2_0__23750&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Raoum Inn Shaqra","Shaqra Show on map","SAR 180","1 night, 1 adult","Deluxe Junior Suite","1 extra-large double bed","6.6","Review score","188 reviews","/hotel/sa/raoum-inn-shaqraa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=38963702_330480007_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=291&highlighted_blocks=38963702_330480007_0_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=38963702_330480007_0_0_0__18000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Lord Hotel","Abū Qa‘ar Show on map","SAR 200","1 night, 1 adult","Studio Apartment","1 extra-large double bed","7.6","Good","89 reviews","/hotel/sa/llwrd-llwhdt-lsknyh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=292871901_126092269_2_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=292&highlighted_blocks=292871901_126092269_2_1_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=292871901_126092269_2_1_0__20000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Khabti Grand Hotel","Qal'at Bishah Show on map","SAR 420","1 night, 1 adult","Standard Double Room","1 double bed","8.3","Very good","1,310 reviews","/hotel/sa/khabti-grand.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=486525721_246449978_1_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=293&highlighted_blocks=486525721_246449978_1_1_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=486525721_246449978_1_1_0__42000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Golden Sea Hotel","Obhor Show on map","SAR 219","1 night, 1 adult","Deluxe Single Room","1 single bed","8.2","Very good","171 reviews","/hotel/sa/golden-sea.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=750418405_332266110_1_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=294&highlighted_blocks=750418405_332266110_1_2_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=750418405_332266110_1_2_0__21870&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Central Park Hotel Bisha فندق سنترال بارك بيشة","Bīshat Mushayţ Show on map","SAR 309","1 night, 1 adult","Superior King Room","1 extra-large double bed","8.2","Very good","195 reviews","/hotel/sa/central-park-bisha.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=691402101_285003036_1_41_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=295&highlighted_blocks=691402101_285003036_1_41_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=691402101_285003036_1_41_0__30910&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Desert Rose Motel","Al Ghāţ Show on map","SAR 150","1 night, 1 adult","Family Room with Private Bathroom","1 large double bed","","","","/hotel/sa/desert-rose-motel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=729015902_324733583_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=296&highlighted_blocks=729015902_324733583_2_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=729015902_324733583_2_0_0__15000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Golden Dune Hotel","Ţurayf Show on map","SAR 180","1 night, 1 adult","Superior King Room","1 extra-large double bed","9.0","Superb","1,733 reviews","/hotel/sa/golden-dune-turaif.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=359860610_333337414_0_41_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=297&highlighted_blocks=359860610_333337414_0_41_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=359860610_333337414_0_41_0__18000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"قصر البالود 2","Az Zahrāʼ Show on map","SAR 220","1 night, 1 adult","Three-Bedroom Suite","5 beds
(2 singles, 2 doubles, 1 sofa bed)","8.9","Fabulous","228 reviews","/hotel/sa/qsr-lblwd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=725065304_310318428_7_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=298&highlighted_blocks=725065304_310318428_7_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=725065304_310318428_7_0_0__22000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Lavana Furnished Apartments Jeddah","Al ‘Azīzīyah Show on map","SAR 500","1 night, 1 adult","Family Studio","3 beds
(2 singles, 1 extra-large double)","9.0","Superb","48 reviews","/hotel/sa/l-nqwd-lhmr-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=766246902_334130848_4_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=299&highlighted_blocks=766246902_334130848_4_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=766246902_334130848_4_0_0__50000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Nakheel Moon Aparthotel","Wadi Al Dawasir Show on map","SAR 230","1 night, 1 adult","Deluxe Room","Beds: 1 double or 2 singles","6.7","Review score","51 reviews","/hotel/sa/nakheel-moon-aparthotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=32e9aa4b51e1e1e086d6e9708e04d9cb&all_sr_blocks=230941305_100424202_2_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=300&highlighted_blocks=230941305_100424202_2_2_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=230941305_100424202_2_2_0__23000&srepoch=1634417388&srpvid=9b8192752f3a0003&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"زيد للأجنحة الفندقية - Zaid Hotel Suites","Ţurayf Show on map","SAR 172","1 night, 1 adult","Deluxe Double Room","2 single beds","8.9","Fabulous","41 reviews","/hotel/sa/zyd-ll-jnh-lfndqy-turayf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=296279011_110038818_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=301&highlighted_blocks=296279011_110038818_0_0_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=296279011_110038818_0_0_0__17200&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Le Park Concord Hotel","‘Afīf Show on map","SAR 185","1 night, 1 adult","Deluxe Single Room","1 single bed","9.0","Superb","423 reviews","/hotel/sa/le-park-concord-afif.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=325058601_115134736_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=302&highlighted_blocks=325058601_115134736_1_0_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=325058601_115134736_1_0_0__18500&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Almudawah Hotel","Ţurayf Show on map","SAR 160","1 night, 1 adult","Superior Single Room","Multiple bed types","8.3","Very good","119 reviews","/hotel/sa/almudawah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=180806401_335457501_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=303&highlighted_blocks=180806401_335457501_0_1_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=180806401_335457501_0_1_0__16000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"اجنحة ياقوتة المدينة","Sīdī Ḩamzah Show on map","SAR 250","1 night, 1 adult","King Studio","1 extra-large double bed","9.2","Superb","6 reviews","/hotel/sa/jnh-yqwt-lmdyn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=771459108_336228182_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=304&highlighted_blocks=771459108_336228182_0_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=771459108_336228182_0_0_0__25000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Mohamadia Al Zahra Hotel","Central Madinah, Al Madinah Show on map","SAR 130","1 night, 1 adult","Superior King Room","1 extra-large double bed","7.5","Good","1,407 reviews","/hotel/sa/mohamadia-al-zahra-lmdynh-lmnwr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=310743808_112939003_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=305&highlighted_blocks=310743808_112939003_2_0_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=310743808_112939003_2_0_0__13000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"ربوة الصفوة Rabwat Al-Safwah 8","Sulţānah Show on map","SAR 105","1 night, 1 adult","King Room","1 large double bed","7.6","Good","14 reviews","/hotel/sa/rabwat-al-safwah-8-rbw-lsfw.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=717818310_299162514_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=306&highlighted_blocks=717818310_299162514_2_0_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=717818310_299162514_2_0_0__10500&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
