"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url"
"MENA AL DIYAR 114","Al Malaz, Riyadh Show on map","SAR 55","1 night, 1 adult","Small Single Room","1 single bed","6.3","Review score","290 reviews","/hotel/sa/mena-al-diyar-114.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=741514501_329114886_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=307&highlighted_blocks=741514501_329114886_1_0_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=741514501_329114886_1_0_0__5508&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Sharurah Plaza Hotel","Sharurah Show on map","SAR 200","1 night, 1 adult","One-Bedroom Apartment","3 beds
(2 singles, 1 sofa bed)","8.7","Fabulous","294 reviews","/hotel/sa/sharurah-plaza.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=202457313_201460317_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=308&highlighted_blocks=202457313_201460317_2_0_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=202457313_201460317_2_0_0__20000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ladera Hotel Tanomah","Tanomah Show on map","SAR 300","1 night, 1 adult","Studio","1 extra-large double bed","7.2","Good","163 reviews","/hotel/sa/ladera-ldyr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=372589804_206504407_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=309&highlighted_blocks=372589804_206504407_2_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=372589804_206504407_2_0_0__30000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Jahwah hotel by AL BALAD INN","Al Namas Show on map","SAR 200","1 night, 1 adult","Deluxe Double Room (2 Adults + 1 Child)","1 extra-large double bed","8.1","Very good","398 reviews","/hotel/sa/ljhw-ll-jnh-wlshqq-lfndqy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=503050903_295793119_1_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=310&highlighted_blocks=503050903_295793119_1_2_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=503050903_295793119_1_2_0__20000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Andlus Palace 2 Hotel Kurban فندق قصر الاندلس 2 قربان","Al ‘Awālī Show on map","SAR 160","1 night, 1 adult","Large Double Room","2 single beds","7.9","Good","58 reviews","/hotel/sa/al-andlus-palace-2-kurban.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=686277701_279063059_3_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=311&highlighted_blocks=686277701_279063059_3_0_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=686277701_279063059_3_0_0__16000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Qemam Al Safwah Grand Hotel","Rafha Show on map","SAR 135","1 night, 1 adult","Double Room","1 double bed","5.9","Review score","19 reviews","/hotel/sa/qemam-al-safwah-grand.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=123419701_186764234_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=312&highlighted_blocks=123419701_186764234_0_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=123419701_186764234_0_0_0__13500&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rabigh Park Hotel","Rabigh Show on map","SAR 288","1 night, 1 adult","Deluxe Double Room","1 extra-large double bed","8.0","Very good","530 reviews","/hotel/sa/rabigh-park.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=197953902_325382700_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=313&highlighted_blocks=197953902_325382700_0_1_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=197953902_325382700_0_1_0__28800&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"منتجع جيدا بارك","Riyadh Al Khabra Show on map","SAR 500","1 night, 1 adult","Cottage with Garden View","3 beds
(1 extra-large double, 2 sofa beds)","8.7","Fabulous","361 reviews","/hotel/sa/jeeda-park-resort.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=387826902_335441356_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=314&highlighted_blocks=387826902_335441356_2_0_0&hpos=14&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=387826902_335441356_2_0_0__50000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Kyona Purple -Al Qurayat","Jeddah Show on map","SAR 140","1 night, 1 adult","Studio","2 single beds","8.4","Very good","77 reviews","/hotel/sa/mirada-al-gorayat.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=590810401_231804861_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=315&highlighted_blocks=590810401_231804861_2_0_0&hpos=15&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=590810401_231804861_2_0_0__14000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Milan Hotel","Hajlah Show on map","SAR 285","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","7.6","Good","15 reviews","/hotel/sa/fndq-lwlwh-lfrsn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=550687001_202800903_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=316&highlighted_blocks=550687001_202800903_2_0_0&hpos=16&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=550687001_202800903_2_0_0__28500&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Rawda Al Aqeeq Hotel","Central Madinah, Al Madinah Show on map","SAR 161","1 night, 1 adult","Standard Twin Room","2 single beds","7.2","Good","3,503 reviews","/hotel/sa/rawdat-al-aqiq-al-madinah1.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=202284801_94728138_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=317&highlighted_blocks=202284801_94728138_0_2_0&hpos=17&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=202284801_94728138_0_2_0__16119&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Jawharat Al Amaken Hotel","Taymāʼ Show on map","SAR 230","1 night, 1 adult","One-Bedroom Apartment","1 large double bed","8.7","Fabulous","160 reviews","/hotel/sa/fndq-jwhr-l-mkn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=391022201_200760353_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=318&highlighted_blocks=391022201_200760353_2_0_0&hpos=18&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=391022201_200760353_2_0_0__23000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"manzel aram 105","Riyadh Show on map","SAR 55","1 night, 1 adult","Small Single Room","1 single bed","5.7","Review score","701 reviews","/hotel/sa/mayyun-suites.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=174527701_91500809_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=319&highlighted_blocks=174527701_91500809_1_0_0&hpos=19&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=174527701_91500809_1_0_0__5508&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"فندق جولدن العرين","Abha Show on map","SAR 154","1 night, 1 adult","Budget Double Room","1 extra-large double bed","9.9","Exceptional","127 reviews","/hotel/sa/jwldn-bh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=767476801_334319782_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=320&highlighted_blocks=767476801_334319782_2_0_0&hpos=20&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=767476801_334319782_2_0_0__15400&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"فندق العروبة","Riyadh Show on map","SAR 89","1 night, 1 adult","King Studio","1 large double bed","6.1","Review score","2,407 reviews","/hotel/sa/al-39-oroba.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=139135405_169497837_0_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=321&highlighted_blocks=139135405_169497837_0_0_0&hpos=21&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=139135405_169497837_0_0_0__8900&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Faifa Hotel","Fayfāʼ Show on map","SAR 1,210","1 night, 1 adult","Superior Suite","1 large double bed","7.0","Good","302 reviews","/hotel/sa/faifa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=168465005_335452547_0_2_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=322&highlighted_blocks=168465005_335452547_0_2_0&hpos=22&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=168465005_335452547_0_2_0__121000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"العييري للوحدات المفروشة الباحة3","Waḩţān Show on map","SAR 110","1 night, 1 adult","Double Room with Private Bathroom","2 single beds","3.7","Review score","72 reviews","/hotel/sa/l-yyry-llwhdt-lskny-lmfrwsh-lbh-3-lbh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=734186001_327203230_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=323&highlighted_blocks=734186001_327203230_2_0_0&hpos=23&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=734186001_327203230_2_0_0__11000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Anwar Al Zahraa Hotel","Central Madinah, Al Madinah Show on map","SAR 100","1 night, 1 adult","Double Room","2 single beds","7.3","Good","259 reviews","/hotel/sa/anwar-al-zahraa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=311172601_113037874_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=324&highlighted_blocks=311172601_113037874_2_0_0&hpos=24&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=311172601_113037874_2_0_0__10000&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"OYO 242 Al Ahlam Resort Al Leith","Al Lith Show on map","SAR 385","1 night, 1 adult","Standard Studio Double","1 double bed","6.5","Review score","333 reviews","/hotel/sa/al-ahlam-resort-alleith.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=0d1d480153b70c6531640051d20ba1aa&all_sr_blocks=57908904_335924266_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=325&highlighted_blocks=57908904_335924266_2_0_0&hpos=25&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=57908904_335924266_2_0_0__38506&srepoch=1634417640&srpvid=829792f48cc00077&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Ebreez Hotel","Al Hamra, Jeddah Show on map","SAR 239","1 night, 1 adult","Deluxe King Room","1 extra-large double bed","7.5","Good","2,247 reviews","/hotel/sa/happybeach2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=398804414_179895085_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=326&highlighted_blocks=398804414_179895085_2_0_0&hpos=1&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=398804414_179895085_2_0_0__23900&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Hawadah Hotel","Al Hamra, Jeddah Show on map","SAR 245","1 night, 1 adult","Double Room with Sea View","Multiple bed types","7.3","Good","460 reviews","/hotel/sa/hawada-jeddah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=686799601_279366574_2_42_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=327&highlighted_blocks=686799601_279366574_2_42_0&hpos=2&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=686799601_279366574_2_42_0__24500&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"شدون للوحدات السكنية","Buraydah Show on map","SAR 144","1 night, 1 adult","Economy Double Room","1 large double bed","6.9","Review score","170 reviews","/hotel/sa/shdwn-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=698902409_288003315_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=328&highlighted_blocks=698902409_288003315_2_0_0&hpos=3&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=698902409_288003315_2_0_0__14400&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"فندق رحابة Rahabah Hotel","Al ‘Awālī Show on map","SAR 158","1 night, 1 adult","Budget Double Room","1 large double bed","7.2","Good","13 reviews","/hotel/sa/fndq-rhb-rahabah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=760380702_335779195_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=329&highlighted_blocks=760380702_335779195_2_0_0&hpos=4&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=760380702_335779195_2_0_0__15750&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Acacia Aparthotel","Al Salamah, Jeddah Show on map","SAR 180","1 night, 1 adult","Standard Studio","2 beds
(1 extra-large double, 1 sofa bed)","7.4","Good","1,387 reviews","/hotel/sa/ks.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=584048102_232290423_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=330&highlighted_blocks=584048102_232290423_2_0_0&hpos=5&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=584048102_232290423_2_0_0__18000&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Al Muhaidb Residence Al Dawadmi","Ad Dawādimī Show on map","SAR 350","1 night, 1 adult","Two-Bedroom Apartment","3 beds
(2 singles, 1 double)","8.7","Fabulous","663 reviews","/hotel/sa/lmhydb-ryzydns-ldwdmy.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=445873803_218842175_4_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=331&highlighted_blocks=445873803_218842175_4_1_0&hpos=6&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=445873803_218842175_4_1_0__35000&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rayat Alshalal Hotel 2","Abū Qa‘ar Show on map","SAR 315","1 night, 1 adult","Deluxe Double or Twin Room","1 double bed","8.2","Very good","91 reviews","/hotel/sa/fndq-ry-lshll-2.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=598784401_289796243_2_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=332&highlighted_blocks=598784401_289796243_2_1_0&hpos=7&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=598784401_289796243_2_1_0__31500&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Rabigh Tower Hotel","Rabigh Show on map","SAR 140","1 night, 1 adult","Double Room","1 double bed","5.5","Review score","210 reviews","/hotel/sa/rabigh-tower.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=45843103_203888191_0_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=333&highlighted_blocks=45843103_203888191_0_1_0&hpos=8&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=45843103_203888191_0_1_0__14000&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"دالين جدة","Ar Riḩāb Show on map","SAR 160","1 night, 1 adult","Studio","1 double bed","","","","/hotel/sa/dlyn-jd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=772228701_335127006_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=334&highlighted_blocks=772228701_335127006_2_0_0&hpos=9&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=772228701_335127006_2_0_0__16000&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"الديوان للوحدات السكنية","Al Muraysīyah Show on map","SAR 130","1 night, 1 adult","One-Bedroom Apartment","1 double bed","5.1","Review score","62 reviews","/hotel/sa/aldiwan-aparthotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=261955202_328483341_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=335&highlighted_blocks=261955202_328483341_2_0_0&hpos=10&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=261955202_328483341_2_0_0__12969&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"Plaza Business Hotel","Al Olaya, Riyadh Show on map","SAR 231","1 night, 1 adult","Standard Double or Twin Room","Multiple bed types","6.6","Review score","3,576 reviews","/hotel/sa/plaza-inn-business-hotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=45488812_92733521_2_1_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=336&highlighted_blocks=45488812_92733521_2_1_0&hpos=11&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=45488812_92733521_2_1_0__23100&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"ارياف القهيب للشقق المفروشه بالطايف","As Sayl aş Şaghīr Show on map","SAR 115","1 night, 1 adult","One-Bedroom Apartment","1 large double bed","","","","/hotel/sa/ryf-lqhyb-llshqq-lmfrwshh-bltyf.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=745417401_330401386_1_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=337&highlighted_blocks=745417401_330401386_1_0_0&hpos=12&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=745417401_330401386_1_0_0__11520&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
"القصر المميز للوحدات السكنية","Ad Dār as Suflá Show on map","SAR 107","1 night, 1 adult","One-Bedroom Apartment","1 extra-large double bed","6.5","Review score","13 reviews","/hotel/sa/al-qasr-almomayaz.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=2a224c83f8e2d6cfed6fc62a92cc5c7a&all_sr_blocks=729687701_325515376_2_0_0&checkin=2021-10-16&checkout=2021-10-17&dest_id=186&dest_type=country&group_adults=1&group_children=0&hapos=338&highlighted_blocks=729687701_325515376_2_0_0&hpos=13&no_rooms=1&req_adults=1&req_children=0&room1=A&sr_order=popularity&sr_pri_blocks=729687701_325515376_2_0_0__10710&srepoch=1634417892&srpvid=2c749372e1f701ee&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl"
